time,NewID,FCH4_count,nbar1,nbar2,nbar3,nbar4,nbar5,nbar6,nbar7,sm_s_wetness,sm_r_wetness,sm_p_wetness,pa,tas,spfh,ts1,ts2,ts3,rsds,rsdl,le,h,dem,slope,cti,spi,FCH4_mean
2015-04-10,CASCC,4,5228.0,5509.0,5315.0,5379.0,2446.0,696.0,320.0,0.5828138589859009,0.5270330905914307,0.5014525651931763,95.983109375,0.7543426752090454,0.0038397598545998335,-2.9257264,-2.5776124,-2.1000123,16233948.413085898,23278503.515625034,7.217878999999999,-21.156578,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,0.0
2015-04-11,CASCC,22,5136.0,5392.0,5214.0,5290.0,2316.0,672.0,306.0,0.6046343445777893,0.5592032670974731,0.5289583206176758,94.9269453125,1.7257170677185059,0.0038140411488711843,-3.0920777000000004,-2.7275147,-2.1588502,13676590.942382807,24796198.828125004,5.3929024000000005,-8.834610000000003,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,11.049545454545452
2015-04-12,CASCC,31,5017.0,5250.0,5091.0,5168.0,2208.0,659.0,299.0,0.5860095024108887,0.5814234614372253,0.5496097207069397,95.3798515625,-0.9773010015487672,0.0034976503811776642,-2.9010377,-2.8717103,-2.267737,10240186.376953138,23920483.88671874,41.51924,-11.199815,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,8.046645161290323
2015-04-13,CASCC,35,4928.0,5158.0,5021.0,5091.0,2104.0,633.0,281.0,0.5463724732398987,0.5781355500221252,0.5498022437095642,96.8233984375,-3.6310486793518066,0.0028061717748641968,-2.8856568,-2.518042,-2.1929994,17064225.43945311,20671370.06835937,40.693707,12.255745,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,2.4481714285714284
2015-04-14,CASCC,32,4861.0,5039.0,4957.0,5031.0,1943.0,625.0,277.0,0.5480283498764038,0.5793298482894897,0.5519864559173584,96.7934765625,-3.9514222145080566,0.0028331249486655,-2.7947755,-2.7143006,-2.2403321,7459663.952636697,23654475.87890625,23.52185,-5.8743143,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,3.76571875
2015-04-15,CASCC,28,4771.0,4946.0,4885.0,4955.0,1826.0,609.0,269.0,0.5619484782218933,0.5816230773925781,0.5542675256729126,97.0194453125,-1.8568787574768064,0.00311958696693182,-3.209662,-2.6888795,-2.2258668,17603316.43066404,20481075.43945314,9.842455,-13.099556,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,0.3633214285714289
2015-04-16,CASCC,30,4658.0,4795.0,4772.0,4842.0,1667.0,567.0,254.0,0.6529999375343323,0.6085910201072693,0.5760345458984375,97.126875,0.13894043862819672,0.0034955849405378108,-3.2516236000000003,-3.0883546,-2.3806214,18856699.14550779,21887184.814453144,12.48938,-6.523316,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,4.393466666666667
2015-04-17,CASCC,24,4487.0,4618.0,4592.0,4672.0,1587.0,568.0,259.0,0.6751725673675537,0.6399668455123901,0.6028040051460266,97.565203125,2.3565001487731934,0.003511250950396061,-1.8363098,-2.2223268,-2.2785401000000003,18211115.698242176,20667066.943359386,21.236582,-6.250414,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,1.0965416666666663
2015-04-18,CASCC,28,4403.0,4516.0,4463.0,4565.0,1573.0,573.0,264.0,0.6751690506935121,0.656621515750885,0.6187627911567688,98.3470859375,1.9072051048278809,0.003269089153036475,-1.3650878999999998,-1.6817993000000002,-1.9693664,19498346.63085936,21442529.882812515,33.30964,21.637487,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,2.466357142857142
2015-04-19,CASCC,32,4500.0,4394.0,4257.0,4527.0,1582.0,612.0,276.0,0.6418975591659546,0.6643232703208923,0.6273197531700134,98.21615625,3.0539793968200684,0.0032087110448628664,-1.680365,-1.8052429,-1.7638305,20082709.42382812,19810841.967773445,32.687206,11.796216,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,1.89990625
